ids,locales,prices,bedrooms,sqft,dates,titles,data.latitude,data.longitude,data.accuracy,links,north,north_work
7143673609, (Midvale),950,1,756,2020-06-17 15:48,Pre-lease your apartment for next month!,40.625209,-111.89308,10,https://saltlakecity.craigslist.org/apa/d/midvale-pre-lease-your-apartment-for/7143673609.html,0.0649870000000021,3.44431100000011
7143677097,,1505,1,733,2020-06-17 15:47,One Month FREE! One Bedroom with Great City View!,40.7548,-111.881,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-one-month-free-one/7143677097.html,0.0770669999999996,4.08455099999998
7127501138,,1529,2,1135,2020-06-17 15:39,"Triple Special! $0 App $0 Lease Initiation, $0 Deposit",40.5144,-112.0325,5,https://saltlakecity.craigslist.org/apa/d/herriman-triple-special-0-app-0-lease/7127501138.html,-0.0744329999999991,-3.94494899999995
7143667321,,1144,2,,2020-06-17 15:31,"Upgraded Wood-Look Flooring, Courtesy Patro, Professional Management",40.6916,-112.0011,22,https://saltlakecity.craigslist.org/apa/d/west-valley-city-upgraded-wood-look/7143667321.html,-0.0430329999999941,-2.28074899999969
7143664687, (Sandy),1115,1,767,2020-06-17 15:27,$299 Moves You In AND Get No Rent Until August!!,40.5794,-111.8816,22,https://saltlakecity.craigslist.org/apa/d/sandy-299-moves-you-in-and-get-no-rent/7143664687.html,0.0764669999999939,4.05275099999967
7143664594,,1094,2,817,2020-06-17 15:27,"Clubhouse, Online Payments Available, Vaulted Ceilings, Swimming Pool",40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-clubhouse-online-payments/7143664594.html,-0.0744329999999991,-3.94494899999995
7143664098,,1018,1,686,2020-06-17 15:26,"Large bedrooms, Near Trax and public transportation, Reserved Parking",40.6596,-111.9193,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-large-bedrooms-near-trax/7143664098.html,0.0387669999999929,2.05465099999962
7143658666,,1299,2,906,2020-06-17 15:18,"Ceiling Fans Select Units, Playgrounds, Swimming Pool, Large Bedrooms",40.608419,-111.888586,10,https://saltlakecity.craigslist.org/apa/d/midvale-ceiling-fans-select-units/7143658666.html,0.0694809999999961,3.6824929999998
7143655385, (SANDY),1726,2,1475,2020-06-17 15:13,Available Now! 2 Bedroom Apartments at Park at City Center,40.571982,-111.896203,10,https://saltlakecity.craigslist.org/apa/d/sandy-available-now-2-bedroom/7143655385.html,0.0618639999999999,3.278792
7143640004, (Taylorsville),1045,2,866,2020-06-17 15:11,Tired of House Hunting? Settle Down In Our Lovely Apartment Today!!!,40.666666,-111.933103,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-tired-of-house-hunting/7143640004.html,0.0249639999999971,1.32309199999985
7143640014,,1450,2,994,2020-06-17 15:07,The Lifestyle You Deserve,40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-the-lifestyle-you-deserve/7143640014.html,-0.0744329999999991,-3.94494899999995
7143648478, (SLC),1872,1,970,2020-06-17 15:02,Luxurious Living Right Across from Sugar House Park!,40.7056,-111.8548,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-luxurious-living-right/7143648478.html,0.103267000000002,5.47315100000013
7143619396, (Salt lake City),2090,2,1191,2020-06-17 15:01,1-Month Free Luxury 2-Bedroom Townhome!,40.7559,-111.8967,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-1-month-free-luxury-2/7143619396.html,0.0613670000000042,3.25245100000022
7143639786, (Bountiful),1159,2,930,2020-06-17 14:48,APARTMENT WITH A BACKYARD *CHEAP 2 BEDROOM IN BOUNTIFUL,40.874743,-111.889082,10,https://saltlakecity.craigslist.org/apa/d/bountiful-apartment-with-backyard-cheap/7143639786.html,0.0689849999999979,3.65620499999989
7143570411,,1039,1,640,2020-06-17 14:44,Spacious 1 Bedroom With $300 OFF Move In!,40.624862,-111.982108,20,https://saltlakecity.craigslist.org/apa/d/west-jordan-spacious-1-bedroom-with-300/7143570411.html,-0.0240409999999969,-1.27417299999983
7143634987, (Salt Lake City),1927,2,970,2020-06-17 14:41,You Can Afford To Dwell Well.,40.768153,-111.865245,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-you-can-afford-to-dwell/7143634987.html,0.0928219999999982,4.9195659999999
7143634784, (SLC),1595,2,965,2020-06-17 14:41,Up To $730 Free Rent!!,40.770995,-111.884251,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-up-to-730-free-rent/7143634784.html,0.0738159999999937,3.91224799999966
7143595214, (Orem),1100,1,760,2020-06-17 14:33,TWO MONTHS FREE WHEN YOU SIGN A 12 MONTH LEASE,40.2818,-111.7209,22,https://saltlakecity.craigslist.org/apa/d/vineyard-two-months-free-when-you-sign/7143595214.html,0.237166999999999,12.569851
7143624390, (Sugar House),1459,2,883,2020-06-17 14:25,"Close to Sugar House Park, Washer/Dryer Hookup, Private Balcony/Patio",40.725646,-111.857754,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-close-to-sugar-house/7143624390.html,0.100313,5.31658899999999
7143623764,,1290,1,859,2020-06-17 14:24,"Brand new! Quartz Countertops, Theater Room, washer & Dryer",40.6568,-111.8904,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-brand-new-quartz/7143623764.html,0.0676670000000001,3.58635100000001
7143602051, (Holladay),1495,1,706,2020-06-17 14:14,1 BEDROOM Luxury Brick Walls !!,40.66579,-111.843135,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-1-bedroom-luxury-brick/7143602051.html,0.114931999999996,6.09139599999979
7143610654,,1094,2,860,2020-06-17 14:05,"Sparkling Swimming Pool, Balcony, Private Patio, Washer & Dryer",40.7145,-111.8931,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-sparkling-swimming-pool/7143610654.html,0.0649669999999958,3.44325099999978
7143609869,,1229,2,,2020-06-17 14:04,"Fully-Equipped Kitchens, Easy Access to Freeways, Mountain Views",40.62994,-111.830649,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-fully-equipped-kitchens/7143609869.html,0.127418000000006,6.75315400000031
7143606792," (Bountiful, UT)",1218,2,832,2020-06-17 13:59,2 Bedroom/2 Bathroom-Move In Today!,40.860228,-111.895682,10,https://saltlakecity.craigslist.org/apa/d/north-salt-lake-2-bedroom-2-bathroom/7143606792.html,0.0623850000000061,3.30640500000033
7143578706, (Orem),1099,1,853,2020-06-17 13:55,TWO MONTHS FREE WHEN YOU SIGN A 12 MONTH LEASE,40.2818,-111.7209,22,https://saltlakecity.craigslist.org/apa/d/vineyard-two-months-free-when-you-sign/7143578706.html,0.237166999999999,12.569851
7143584871, (Midvale),900,1,584,2020-06-17 13:49,Spacious 1x1 Top Floor Corner Unit Available Now!,40.622247,-111.889968,10,https://saltlakecity.craigslist.org/apa/d/midvale-spacious-1x1-top-floor-corner/7143584871.html,0.0680990000000037,3.6092470000002
7143569444, (Orem),930,1,815,2020-06-17 13:48,TWO MONTHS FREE WHEN YOU SIGN A 12 MONTH LEASE,40.2818,-111.7209,22,https://saltlakecity.craigslist.org/apa/d/vineyard-two-months-free-when-you-sign/7143569444.html,0.237166999999999,12.569851
7143582962, (Orem),1350,2,1200,2020-06-17 13:45,TWO MONTHS FREE WHEN YOU SIGN A 12 MONTH LEASE,40.2818,-111.7209,22,https://saltlakecity.craigslist.org/apa/d/vineyard-two-months-free-when-you-sign/7143582962.html,0.237166999999999,12.569851
7143596557,,1435,2,1047,2020-06-17 13:44,"2-Bed|2-Bath in Sandy, UT!",40.5834,-111.7467,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-2-bed2-bath-in-sandy-ut/7143596557.html,0.211366999999996,11.2024509999998
7143572594, (Orem),1450,2,1442,2020-06-17 13:38,TWO MONTHS FREE WHEN YOU SIGN A 12 MONTH LEASE,40.2818,-111.7209,22,https://saltlakecity.craigslist.org/apa/d/vineyard-two-months-free-when-you-sign/7143572594.html,0.237166999999999,12.569851
7143592229," (Murray, Cottonwood)",1279,2,990,2020-06-17 13:38,"Come Look and Lease, Stainless Steel Appliances, Oversized Closets",40.655698,-111.853714,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-come-look-and-lease/7143592229.html,0.104353000000003,5.53070900000017
7143591640, (Downtown SLC),1080,1,744,2020-06-17 13:37,"Great space for every taste. You'll love our 1 bed, 1 bath!",40.769825,-111.909131,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-great-space-for-every/7143591640.html,0.0489359999999977,2.59360799999988
7143512766, (Salt lake City),1790,1,882,2020-06-17 13:31,Brand New 1-Bed Townhome with Views!,40.7559,-111.8967,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-brand-new-1-bed-townhome/7143512766.html,0.0613670000000042,3.25245100000022
7143562799, (Orem),1200,2,950,2020-06-17 13:30,TWO MONTHS FREE WHEN YOU SIGN A 12 MONTH LEASE,40.2818,-111.7209,22,https://saltlakecity.craigslist.org/apa/d/vineyard-two-months-free-when-you-sign/7143562799.html,0.237166999999999,12.569851
7143584662,,899,1,410,2020-06-17 13:27,Pet friendly 1 bed 1 bath ready for you to move into today!,40.6596,-111.9193,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-pet-friendly-1-bed-1/7143584662.html,0.0387669999999929,2.05465099999962
7143581069, (Midvale),995,2,825,2020-06-17 13:21,Take The Stress Out Of Moving ~ Available Saturday! Take $100 Off!,40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-take-the-stress-out-of-moving/7143581069.html,0.0729670000000056,3.86725100000029
7143579774, (Salt Lake City),1171,2,877,2020-06-17 13:20,Beautiful 2 bedroom available for move in!,40.7857,-111.9291,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-beautiful-2-bedroom/7143579774.html,0.0289669999999944,1.5352509999997
7143575263, (Midvale),1189,2,960,2020-06-17 13:13,Available Now with Reduced Rent! Come In And Apply Today!!,40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-available-now-with-reduced-rent/7143575263.html,0.0729670000000056,3.86725100000029
7143569419, (Downtown SLC),1150,1,626,2020-06-17 13:05,Need someone to take over my lease,40.761324,-111.873669,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-need-someone-to-take/7143569419.html,0.0843979999999931,4.47309399999963
7143551609, (Orem),1150,1,1060,2020-06-17 13:01,TWO MONTHS FREE WHEN YOU SIGN A 12 MONTH LEASE,40.2818,-111.7209,22,https://saltlakecity.craigslist.org/apa/d/vineyard-two-months-free-when-you-sign/7143551609.html,0.237166999999999,12.569851
7143561598, (Cottonwood Heights),1120,1,664,2020-06-17 12:54,$1000 Off 1 Bedroom Renovated Apartment ! Now Available !,40.6226,-111.7777,22,https://saltlakecity.craigslist.org/apa/d/sandy-1000-off-1-bedroom-renovated/7143561598.html,0.180367000000004,9.55945100000021
7143557819, (Bountiful),1259,2,916,2020-06-17 12:49,"GREAT LOCATION, LIMITED TIME ONLY! APPLY TODAY!",40.869751,-111.889758,10,https://saltlakecity.craigslist.org/apa/d/bountiful-great-location-limited-time/7143557819.html,0.0683089999999993,3.62037699999996
7143548785, (WEST VALLEY CITY),1149,2,965,2020-06-17 12:36,"Easy Freeway Access, View, Soccer Field, Bark Park, Internet Café",40.6916,-112.0011,22,https://saltlakecity.craigslist.org/apa/d/west-valley-city-easy-freeway-access/7143548785.html,-0.0430329999999941,-2.28074899999969
7143545141, (SLC),1595,2,964,2020-06-17 12:31,Perfect Location For Long Walks With Your Furry Friends!,40.770256,-111.883728,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-perfect-location-for/7143545141.html,0.0743389999999948,3.93996699999973
7143542986,,1375,2,1022,2020-06-17 12:28,Stainless Steel Everywhere!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-stainless-steel-everywhere/7143542986.html,0.00416699999999537,0.220850999999755
7143542794,,1285,2,910,2020-06-17 12:28,Plenty Of Room For Your Home Office!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-plenty-of-room-for-your/7143542794.html,0.00416699999999537,0.220850999999755
7143542292,,1375,2,1022,2020-06-17 12:27,Who Doesn't Love Hot Tubbing on the Roof?!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-who-doesnt-love-hot/7143542292.html,0.00416699999999537,0.220850999999755
7143542010,,1195,1,855,2020-06-17 12:27,A Beautiful Place for a Beautiful Price!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-beautiful-place-for/7143542010.html,0.00416699999999537,0.220850999999755
7143537653,,1113,1,759,2020-06-17 12:21,"Individual hot water heaters, Fireplace - in select homes, Dishwasher",40.6596,-111.9193,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-individual-hot-water/7143537653.html,0.0387669999999929,2.05465099999962
7127480429," (Sandy, UT)",1151,2,890,2020-06-17 12:19,"Easy Online Rent Payments, In Home Washer and Dryer, Tennis Court",40.546647,-111.890912,5,https://saltlakecity.craigslist.org/apa/d/sandy-easy-online-rent-payments-in-home/7127480429.html,0.0671549999999996,3.55921499999998
7143528011, (SANDY),1221,1,755,2020-06-17 12:08,The living is easy ANYTIME & the deals are great NOW.,40.5794,-111.8816,22,https://saltlakecity.craigslist.org/apa/d/sandy-the-living-is-easy-anytime-the/7143528011.html,0.0764669999999939,4.05275099999967
7143496079, (Herriman),1450,2,994,2020-06-17 11:59,Price Drop!!,40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-price-drop/7143496079.html,-0.0744329999999991,-3.94494899999995
7143504836,,1499,2,1200,2020-06-17 11:56,Spacious Modern Living,40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-spacious-modern-living/7143504836.html,-0.0744329999999991,-3.94494899999995
7143498494,,1140,1,733,2020-06-17 11:53,Commuter’s Dream,40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-commuters-dream/7143498494.html,-0.0744329999999991,-3.94494899999995
7143516245,,1149,2,,2020-06-17 11:53,"Window Coverings, Extra Storage, Swimming Pool, Covered Parking",40.6916,-112.0011,22,https://saltlakecity.craigslist.org/apa/d/west-valley-city-window-coverings-extra/7143516245.html,-0.0430329999999941,-2.28074899999969
7143514189, (Midvale),1095,2,890,2020-06-17 11:50,"Modern, fully equipped 2 BDR in great neighborhood!",40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-modern-fully-equipped-2-bdr-in/7143514189.html,0.0729670000000056,3.86725100000029
7136448826, (Downtown),2090,2,1181,2020-06-17 11:49,2 bedroom town home with great amenities?,40.7559,-111.8967,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-2-bedroom-town-home-with/7136448826.html,0.0613670000000042,3.25245100000022
7143512926, (Cottonwood Heights),1238,2,871,2020-06-17 11:48,$1000 Off 1 or 2 Bedroom Renovated Apartments,40.6226,-111.7777,22,https://saltlakecity.craigslist.org/apa/d/sandy-1000-off-1-or-2-bedroom-renovated/7143512926.html,0.180367000000004,9.55945100000021
7143495401,,1450,2,994,2020-06-17 11:42,PRICE DROP!,40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-price-drop/7143495401.html,-0.0744329999999991,-3.94494899999995
7143500646, (SALT LAKE CTY),970,1,642,2020-06-17 11:38,Great Experiences Are Just Around The Corner. Ask About Our Special,40.6568,-111.8904,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-great-experiences-are/7143500646.html,0.0676670000000001,3.58635100000001
7143497235, (Herriman),1250,2,1182,2020-06-17 11:28,Welcome Home! 2 bedroom 2 bath waiting for you!*reduced rent!,40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-welcome-home-2-bedroom-2-bath/7143497235.html,-0.0744329999999991,-3.94494899999995
7143497125,,1255,1,949,2020-06-17 11:27,1-Bed|1-Bath Armstrong Apartment Home - Icon 9700!,40.5834,-111.7467,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-1-bed1-bath-armstrong/7143497125.html,0.211366999999996,11.2024509999998
7143491099," (Bountiful, UT)",1268,2,832,2020-06-17 11:19,2 Bedroom with Washer/Dryer Included!,40.860228,-111.895682,10,https://saltlakecity.craigslist.org/apa/d/north-salt-lake-2-bedroom-with-washer/7143491099.html,0.0623850000000061,3.30640500000033
7143474912, (Taylorsville),1045,2,866,2020-06-17 11:17,R&R Ready For You In Your New Home Today!!!  Apply While You Can!!!,40.666666,-111.933103,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-rr-ready-for-you-in-your/7143474912.html,0.0249639999999971,1.32309199999985
7143488164,,1085,1,644,2020-06-17 11:16,Get Ready To Soak Up The Sun From Our Balconies!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-get-ready-to-soak-up-the/7143488164.html,0.00416699999999537,0.220850999999755
7143484288,,1699,1,1070,2020-06-17 11:11,Beautiful 1 bedroom,40.72646,-111.852368,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-beautiful-1-bedroom/7143484288.html,0.105699000000001,5.60204700000007
7143483735, (Cotton Wood),1099,1,,2020-06-17 11:10,ONE MONTH FREE!,40.623968,-111.848159,5,https://saltlakecity.craigslist.org/apa/d/midvale-one-month-free/7143483735.html,0.109908000000004,5.82512400000023
7143483154,,1240,2,910,2020-06-17 11:09,Dazzling New Apartments Ready For Summer!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-dazzling-new-apartments/7143483154.html,0.00416699999999537,0.220850999999755
7143454420, (Salt Lake City),995,1,650,2020-06-17 11:09,Great Upper Avenues 1Bed/1Bath Apartment,40.7776,-111.8749,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-great-upper-avenues-1bed/7143454420.html,0.0831670000000031,4.40785100000016
7143482899,,1175,1,855,2020-06-17 11:09,A Great Time to Come See What's New!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-great-time-to-come-see/7143482899.html,0.00416699999999537,0.220850999999755
7143482560,,1375,2,1022,2020-06-17 11:09,Set Your Sights on Your Next Summer Home!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-set-your-sights-on-your/7143482560.html,0.00416699999999537,0.220850999999755
7143482264,,1070,1,727,2020-06-17 11:08,Granite Countertops and Hardwood Floors!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-granite-countertops-and/7143482264.html,0.00416699999999537,0.220850999999755
7143481998, (South Jordan),1190,1,855,2020-06-17 11:08,Bring your family gathering to a place that feels like home.,40.561398,-111.925818,15,https://saltlakecity.craigslist.org/apa/d/sandy-bring-your-family-gathering-to/7143481998.html,0.0322489999999931,1.70919699999963
7143476150, (Salt Lake City),1250,2,1073,2020-06-17 11:00,"Different views, different sizes, and different prices we have it all!",40.7145,-111.8931,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-different-views/7143476150.html,0.0649669999999958,3.44325099999978
7134814989, (Murray),1720,2,1365,2020-06-17 10:57,Madrona Townhomes,40.663371,-111.867036,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-madrona-townhomes/7134814989.html,0.091031000000001,4.82464300000005
7143472925, (Murray),1249,2,990,2020-06-17 10:56,2 BR 1.5 B | Miller Estates,40.663371,-111.867036,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-2-br-15-miller-estates/7143472925.html,0.091031000000001,4.82464300000005
7143469897, (Murray),1049,1,743,2020-06-17 10:52,Rest of June FREE on One Bedroom! - Miller Estates,40.663371,-111.867036,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-rest-of-june-free-on-one/7143469897.html,0.091031000000001,4.82464300000005
7143465204, (West Jordan),972,1,614,2020-06-17 10:46,"Community Laundry Facility, Sport Court, Exterior Storage",40.609247,-111.971596,5,https://saltlakecity.craigslist.org/apa/d/west-jordan-community-laundry-facility/7143465204.html,-0.0135290000000055,-0.717037000000289
7143456949, (SANDY),1221,1,755,2020-06-17 10:35,"We’ve found your next apartment, and it’s amazing!",40.5794,-111.8816,22,https://saltlakecity.craigslist.org/apa/d/sandy-weve-found-your-next-apartment/7143456949.html,0.0764669999999939,4.05275099999967
7143456225, (950 North Cutler Drive),1100,1,824,2020-06-17 10:34,Ready for move in!!! Gorgeous property and fabulous community,40.8446,-111.9191,22,https://saltlakecity.craigslist.org/apa/d/north-salt-lake-ready-for-move-in/7143456225.html,0.0389669999999995,2.06525099999998
7143455254, (Downtown SLC),1340,2,967,2020-06-17 10:33,Bridges Apartment Homes - Just the place you're looking for!,40.769817,-111.909195,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-bridges-apartment-homes/7143455254.html,0.0488720000000029,2.59021600000015
7143454740, (Salt Lake City),1005,2,574,2020-06-17 10:32,Come get it while it lasts!,40.762504,-111.864293,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-come-get-it-while-it/7143454740.html,0.0937739999999962,4.9700219999998
7143402219,,1339,2,860,2020-06-17 10:30,Renovated 2 bedroom with perfect location! $300 OFF,40.624862,-111.982108,20,https://saltlakecity.craigslist.org/apa/d/west-jordan-renovated-2-bedroom-with/7143402219.html,-0.0240409999999969,-1.27417299999983
7143452018, (Sandy),1590,2,1190,2020-06-17 10:29,"2- Bedrooms, 1 Month Free.. It just makes sense!",40.5794,-111.8816,22,https://saltlakecity.craigslist.org/apa/d/sandy-2-bedrooms-1-month-free-it-just/7143452018.html,0.0764669999999939,4.05275099999967
7143451555," (11100 S River Heights Dr South Jordan, UT)",1389,2,967,2020-06-17 10:28,A Higher Quality of Living.,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-higher-quality-of-living/7143451555.html,0.00416699999999537,0.220850999999755
7143450821,,1080,1,715,2020-06-17 10:27,"1-Bed|1-Bath in Sandy, UT!",40.5834,-111.7467,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-1-bed1-bath-in-sandy-ut/7143450821.html,0.211366999999996,11.2024509999998
7143450130," (11100 S River Heights Dr South Jordan, UT)",1289,1,811,2020-06-17 10:26,Everything You Need. All Right Here.,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-everything-you-need-all/7143450130.html,0.00416699999999537,0.220850999999755
7143448094,,1094,2,860,2020-06-17 10:24,"Dishwasher, Covered Parking, Washer & Dryer, Easy Freeway Access",40.7145,-111.8931,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-dishwasher-covered/7143448094.html,0.0649669999999958,3.44325099999978
7143418686, (Midvale),899,1,618,2020-06-17 10:18,$300 off Move in!,40.622247,-111.889968,10,https://saltlakecity.craigslist.org/apa/d/midvale-300-off-move-in/7143418686.html,0.0680990000000037,3.6092470000002
7143442043, (Cotton Wood),1099,1,,2020-06-17 10:16,Receive ONE MONTH FREE,40.624261,-111.848159,5,https://saltlakecity.craigslist.org/apa/d/midvale-receive-one-month-free/7143442043.html,0.109908000000004,5.82512400000023
7143441264, (Bountiful),1196,2,930,2020-06-17 10:15,2 BEDROOM WITH BALCONY *PERFECT PLACE FOR PETS,40.874743,-111.889082,10,https://saltlakecity.craigslist.org/apa/d/bountiful-2-bedroom-with-balcony/7143441264.html,0.0689849999999979,3.65620499999989
7143424865, (Taylorsville),1185,2,980,2020-06-17 10:07,We Have Great Prices For You Today!! $200 Off For Immediate Move Ins!!,40.666666,-111.933103,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-we-have-great-prices-for/7143424865.html,0.0249639999999971,1.32309199999985
7143419167, (Sugar House),1399,1,709,2020-06-17 09:45,"Fully-Equipped Fitness Center with Free Weights, Dishwasher",40.725646,-111.857754,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-fully-equipped-fitness/7143419167.html,0.100313,5.31658899999999
7143418519," (Bountiful, UT)",1133,2,788,2020-06-17 09:44,Private Balcony in Quiet Neighborhood,40.860228,-111.895682,10,https://saltlakecity.craigslist.org/apa/d/north-salt-lake-private-balcony-in/7143418519.html,0.0623850000000061,3.30640500000033
7143414217, (Midvale),995,2,825,2020-06-17 09:38,Your Future Home is Move In Ready! Look & Lease TODAY! $100 Off!,40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-your-future-home-is-move-in/7143414217.html,0.0729670000000056,3.86725100000029
7143413339,,1094,2,817,2020-06-17 09:37,"Balcony, Close to Trax, Online Payments Available, Billiards Table",40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-balcony-close-to-trax-online/7143413339.html,-0.0744329999999991,-3.94494899999995
7143397675,,1467,2,1108,2020-06-17 09:34,"Never been lived in! Theater Room, Washer/Dryer Included, View",40.6568,-111.8904,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-never-been-lived-in/7143397675.html,0.0676670000000001,3.58635100000001
7143405479, (Salt Lake City),1161,2,800,2020-06-17 09:26,Move In this Month & Get $500 Off!,40.79469,-111.939133,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-move-in-this-month-get/7143405479.html,0.0189340000000016,1.00350200000008
7143405132,,969,1,576,2020-06-17 09:25,Make yourself at home at Thornhill!,40.6596,-111.9193,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-make-yourself-at-home-at/7143405132.html,0.0387669999999929,2.05465099999962
7143403576, (Cottonwood Heights),1099,1,664,2020-06-17 09:23,$1099 Brand New 1 bedroom apartments,40.6226,-111.7777,22,https://saltlakecity.craigslist.org/apa/d/sandy-1099-brand-new-1-bedroom/7143403576.html,0.180367000000004,9.55945100000021
7143390093,,1048,1,686,2020-06-17 09:21,"Newly-renovated, Window coverings, Swimming pool, Walk-in closets",40.6596,-111.9193,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-newly-renovated-window/7143390093.html,0.0387669999999929,2.05465099999962
7143401482,,1259,2,,2020-06-17 09:20,"Fire Pit, All Kitchen Appliances Included, Lush Landscaping",40.629842,-111.830692,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-fire-pit-all-kitchen/7143401482.html,0.127375000000001,6.75087500000004
7143400743, (Bountiful),1092,1,735,2020-06-17 09:19,One Home Left! Do Not Miss Out. Amazing Location,40.869751,-111.889758,10,https://saltlakecity.craigslist.org/apa/d/bountiful-one-home-left-do-not-miss-out/7143400743.html,0.0683089999999993,3.62037699999996
7143380524, (SALT LAKE CITY),1015,2,860,2020-06-17 09:02,"Stop Looking, Start Living With Cottonwood Creek Estates!!",40.6568,-111.8904,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-stop-looking-start/7143380524.html,0.0676670000000001,3.58635100000001
7143385079, (MILLCREEK),1065,1,860,2020-06-17 08:57,"Stop Looking, Start Living With Alta Pines Apartments!!",40.683542,-111.864868,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-stop-looking-start/7143385079.html,0.0931989999999985,4.93954699999992
7143257180, (Salt Lake City),995,2,1000,2020-06-17 01:10,No Security Deposit Option available on this home! See below for more,40.7372,-111.8581,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-no-security-deposit/7143257180.html,0.0999670000000066,5.29825100000035
7143254920, (Salt Lake City),1195,1,1249,2020-06-17 00:28,No Security Deposit Option available on this home! See below for more,40.7776,-111.8749,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-no-security-deposit/7143254920.html,0.0831670000000031,4.40785100000016
7126528564,,1145,1,855,2020-06-16 21:35,End Your Apartment Search Here,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-end-your-apartment-search/7126528564.html,0.00416699999999537,0.220850999999755
7140181525,,1460,2,1106,2020-06-16 21:34,The Sunset View from our New Building is Amazing!!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-the-sunset-view-from-our/7140181525.html,0.00416699999999537,0.220850999999755
