ids,locales,prices,bedrooms,sqft,dates,titles,data.latitude,data.longitude,data.accuracy,links,north,north_work
7126529045,,1070,1,727,2020-06-16 21:34,Grand Living for an Excellent Price!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-grand-living-for-an/7126529045.html,0.00416699999999537,0.220850999999755
7140181663,,1375,2,1022,2020-06-16 21:34,These Luxury Apartments Have Never Been Lived In!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-these-luxury-apartments/7140181663.html,0.00416699999999537,0.220850999999755
7140182027,,1175,1,855,2020-06-16 21:34,A Modern Beauty for Your Next Chapter,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-modern-beauty-for-your/7140182027.html,0.00416699999999537,0.220850999999755
7140431437,,1240,2,910,2020-06-16 21:34,Roof-Top Hot Tubs! The Cherry on Top.,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-roof-top-hot-tubs-the/7140431437.html,0.00416699999999537,0.220850999999755
7140787094,,1375,2,1022,2020-06-16 21:34,These Luxury Apartments Have Never Been Lived In!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-these-luxury-apartments/7140787094.html,0.00416699999999537,0.220850999999755
7126528341,,1260,2,910,2020-06-16 21:34,A Modern Beauty for Your Next Chapter,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-modern-beauty-for-your/7126528341.html,0.00416699999999537,0.220850999999755
7131926708,,1190,1,855,2020-06-16 21:34,Large 1 Bedroom Space for a Not So Large Price!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-large-1-bedroom-space-for/7131926708.html,0.00416699999999537,0.220850999999755
7143189142, (3851 w cobble ridge),1358,2,860,2020-06-16 21:03,$300 off immediate move in! Call us today!,40.6254,-111.9677,22,https://saltlakecity.craigslist.org/apa/d/west-jordan-300-off-immediate-move-in/7143189142.html,-0.00963299999999379,-0.510548999999671
7143173845, (SLC),1595,2,965,2020-06-16 19:22,Top Floor 1-Bedroom+Den with In-Unit WD!,40.770995,-111.884272,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-top-floor-1-bedroomden/7143173845.html,0.0737950000000041,3.91113500000021
7143136489, (SLC),849,1,418,2020-06-16 18:19,Amazing 1 Bedroom 1 Bath Call or Swing By Today!!!,40.6596,-111.9193,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-amazing-1-bedroom-1-bath/7143136489.html,0.0387669999999929,2.05465099999962
7143140527,,1200,1,710,2020-06-16 18:17,"Brand new! Dishwasher, Access Controlled Gates, Window Coverings",40.6568,-111.8904,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-brand-new-dishwasher/7143140527.html,0.0676670000000001,3.58635100000001
7143142483, (950 North Cutler Drive),1349,2,1075,2020-06-16 18:12,2 BEDROOM BLOWOUT $$$$,40.8446,-111.9191,22,https://saltlakecity.craigslist.org/apa/d/north-salt-lake-2-bedroom-blowout/7143142483.html,0.0389669999999995,2.06525099999998
7143113246, (West Jordan),979,1,795,2020-06-16 18:09,Now Taking Appointments!!!,40.582847,-112.044497,5,https://saltlakecity.craigslist.org/apa/d/west-jordan-now-taking-appointments/7143113246.html,-0.0864300000000071,-4.58079000000038
7143140057, (Midvale),1080,1,734,2020-06-16 18:07,LAST ONE BEDROOM AVAILABLE! ACT NOW!,40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-last-one-bedroom-available-act/7143140057.html,0.0729670000000056,3.86725100000029
7140181910,,1070,1,727,2020-06-16 18:04,End Your Apartment Search Here,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-end-your-apartment-search/7140181910.html,0.00416699999999537,0.220850999999755
7126527368,,1460,2,1106,2020-06-16 18:04,Spacious and Luxurious 2 Bedroom!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-spacious-and-luxurious-2/7126527368.html,0.00416699999999537,0.220850999999755
7140787109,,1240,2,910,2020-06-16 18:04,"The ""WOW"" Factor is Here!",40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-the-wow-factor-is-here/7140787109.html,0.00416699999999537,0.220850999999755
7140787082,,1425,2,1106,2020-06-16 18:04,The Sunset View from our New Building is Amazing!!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-the-sunset-view-from-our/7140787082.html,0.00416699999999537,0.220850999999755
7126527565,,1375,2,1022,2020-06-16 18:04,A Sparkling New Place For You to Call Home!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-sparkling-new-place-for/7126527565.html,0.00416699999999537,0.220850999999755
7132581568, (South Jordan),1085,1,644,2020-06-16 18:04,Come down to Jordan Station Apartments! 2 Month off Special!,40.561398,-111.925818,15,https://saltlakecity.craigslist.org/apa/d/sandy-come-down-to-jordan-station/7132581568.html,0.0322489999999931,1.70919699999963
7131930014,,1085,1,644,2020-06-16 18:04,Beautiful Apartments with Amazing Specials! Come Claim Your Beauty!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-beautiful-apartments-with/7131930014.html,0.00416699999999537,0.220850999999755
7131926523,,1475,2,1022,2020-06-16 18:04,The View From Our New Building Is Breathtaking!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-the-view-from-our-new/7131926523.html,0.00416699999999537,0.220850999999755
7131926391,,1560,2,1106,2020-06-16 18:04,We Are So Excited For Our New Dog Park!,40.5541,-111.9539,22,https://saltlakecity.craigslist.org/apa/d/south-jordan-we-are-so-excited-for-our/7131926391.html,0.00416699999999537,0.220850999999755
7143137789, (salt lake city),1000,1,747,2020-06-16 18:02,Cozy 1 bedroom 1 bath available for move in now!,40.6568,-111.8904,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-cozy-1-bedroom-1-bath/7143137789.html,0.0676670000000001,3.58635100000001
7143119331, (Downtown SLC),1130,1,839,2020-06-16 17:59,"Comfortable living. Conveniently located, spacious 1 bed 1 bath!",40.769784,-111.909184,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-comfortable-living/7143119331.html,0.0488830000000036,2.59079900000019
7143127920, (Salt Lake City),1055,2,845,2020-06-16 17:42,"WASHER,DRYER IN UNIT! QUARTZ COUNTER TOPS $450 TOTAL MOVE IN!!!!!",40.772682,-111.939159,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-washerdryer-in-unit/7143127920.html,0.0189079999999962,1.0021239999998
7133667506, (115S 1000E),1100,2,700,2020-06-16 17:37,"Close to UU, Utilities & Internet included",40.76,-111.8627,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-close-to-uu-utilities/7133667506.html,0.095366999999996,5.05445099999979
7143119837, (Sandy),1089,1,750,2020-06-16 17:35,Stunning 1 bedroom/Luxury Living 1 Month FREE,40.597876,-111.892291,10,https://saltlakecity.craigslist.org/apa/d/sandy-stunning-1-bedroom-luxury-living/7143119837.html,0.0657759999999996,3.48612799999998
7143122821, (SLC),1595,2,965,2020-06-16 17:32,Move In Today & Get The Rest of June FREE!,40.771052,-111.884283,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-move-in-today-get-the/7143122821.html,0.0737840000000034,3.91055200000018
7143119438,,1199,2,750,2020-06-16 17:25,2 BED 1 BATH W/ WASHER & DRYER,40.6596,-111.9193,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-2-bed-1-bath-washer-dryer/7143119438.html,0.0387669999999929,2.05465099999962
7143113382,,1094,2,860,2020-06-16 17:14,"Vaulted Ceilings, Sparkling Swimming Pool, Air Conditioning, Hot Tub",40.7145,-111.8931,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-vaulted-ceilings/7143113382.html,0.0649669999999958,3.44325099999978
7143111982,,1299,2,906,2020-06-16 17:11,"Minutes to Fashion Place Mall, Resident BBQ Area, Guest Parking, View",40.608419,-111.888586,10,https://saltlakecity.craigslist.org/apa/d/midvale-minutes-to-fashion-place-mall/7143111982.html,0.0694809999999961,3.6824929999998
7143110748,,1094,2,817,2020-06-16 17:09,"Playground, Hardwood Flooring, Swimming Pool, Close to Trax, Balcony",40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-playground-hardwood-flooring/7143110748.html,-0.0744329999999991,-3.94494899999995
7143110310, (Bountiful),1090,1,735,2020-06-16 17:08,NEW LOW PRICES! Updated Homes In Pet Friendly Community! Tour Now!!,40.869751,-111.889758,10,https://saltlakecity.craigslist.org/apa/d/bountiful-new-low-prices-updated-homes/7143110310.html,0.0683089999999993,3.62037699999996
7143108551,,1263,2,,2020-06-16 17:05,Come See Our Two Bedrooms!,40.6226,-111.7777,22,https://saltlakecity.craigslist.org/apa/d/sandy-come-see-our-two-bedrooms/7143108551.html,0.180367000000004,9.55945100000021
7143089651, (Herriman),1250,2,1182,2020-06-16 16:50,2 Bed 2 Bath with 24hr Fitness Center & Sauna!,40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-2-bed-2-bath-with-24hr-fitness/7143089651.html,-0.0744329999999991,-3.94494899999995
7143091569, (1339 e 2100 s),1799,1,970,2020-06-16 16:43,Your Keys Are Waiting! Apply today for this 1 bedroom!,40.7056,-111.8548,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-your-keys-are-waiting/7143091569.html,0.103267000000002,5.47315100000013
7143075689, (Salt lake City),2090,2,1191,2020-06-16 16:39,2-Bedroom Near Downtown with Wasatch Views!,40.7559,-111.8967,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-2-bedroom-near-downtown/7143075689.html,0.0613670000000042,3.25245100000022
7143092492, (41 s 900 e),1799,2,970,2020-06-16 16:35,Your Keys Are Waiting! Apply today,40.7776,-111.8749,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-your-keys-are-waiting/7143092492.html,0.0831670000000031,4.40785100000016
7143076502, (West Valley),1063,2,820,2020-06-16 16:19,"Pet Friendly Community, Playground, Modern 1& 2 Bedroom Floor Plans",40.689621,-111.948581,10,https://saltlakecity.craigslist.org/apa/d/west-valley-city-pet-friendly-community/7143076502.html,0.00948599999999544,0.502757999999759
7143083279, (Midvale),1189,2,960,2020-06-16 16:18,"9-foot Ceilings, Fitness on Demand, Spacious Oversized Closets",40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-9-foot-ceilings-fitness-on/7143083279.html,0.0729670000000056,3.86725100000029
7143083273,,1144,2,,2020-06-16 16:18,"Swimming Pool, Newly Renovated Units, Courtesy Patro, Playground",40.6916,-112.0011,22,https://saltlakecity.craigslist.org/apa/d/west-valley-city-swimming-pool-newly/7143083273.html,-0.0430329999999941,-2.28074899999969
7143083163,,1255,1,949,2020-06-16 16:18,Armstrong Apartment Home: 1-Bed|1-Bath!,40.5834,-111.7467,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-armstrong-apartment-home/7143083163.html,0.211366999999996,11.2024509999998
7143081816, (Midvale),995,2,825,2020-06-16 16:16,Take In The June Greenery & Move In SATURDAY! Hurry In TODAY!,40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-take-in-the-june-greenery-move/7143081816.html,0.0729670000000056,3.86725100000029
7143056147,,957,1,700,2020-06-16 16:15,"Studio, One-, Two-, and Three-Bedroom Residences, Cyber Café",40.5959,-111.9644,22,https://saltlakecity.craigslist.org/apa/d/west-jordan-studio-one-two-and-three/7143056147.html,-0.00633299999999792,-0.33564899999989
7143080962,,1094,2,817,2020-06-16 16:14,"Hardwood Flooring, Designer Cabinets, Walk-in Closet, Hot Tub",40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-hardwood-flooring-designer/7143080962.html,-0.0744329999999991,-3.94494899999995
7143078432, (Salt Lake City),1025,2,533,2020-06-16 16:10,"Different views, different sizes, and different prices we have it all!",40.7145,-111.8931,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-different-views/7143078432.html,0.0649669999999958,3.44325099999978
7143077420, (Cotton Wood),1099,1,664,2020-06-16 16:08,Free Month of Rent on Brand New 1 Bedrooms !!!,40.6226,-111.7777,22,https://saltlakecity.craigslist.org/apa/d/sandy-free-month-of-rent-on-brand-new-1/7143077420.html,0.180367000000004,9.55945100000021
7143071003, (WEST VALLEY CITY),1099,2,965,2020-06-16 15:57,Two Bedroom One Bathroom Coming Soon!,40.6916,-112.0011,22,https://saltlakecity.craigslist.org/apa/d/west-valley-city-two-bedroom-one/7143071003.html,-0.0430329999999941,-2.28074899999969
7143066788, (Salt Lake City),1599,2,883,2020-06-16 15:51,"Carport Parking Available, Prime Location in Sugar House, Dishwasher",40.725646,-111.857754,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-carport-parking/7143066788.html,0.100313,5.31658899999999
7143053006,,1225,1,679,2020-06-16 15:50,Spacious 1X1 Apartment w/ Garage in Daybreak!,40.549522,-112.014713,5,https://saltlakecity.craigslist.org/apa/d/south-jordan-spacious-1x1-apartment/7143053006.html,-0.0566460000000006,-3.00223800000003
7143064541, (Salt Lake City),1294,2,877,2020-06-16 15:47,The Lifestyle You Deserve! 2B/2B,40.79469,-111.939133,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-the-lifestyle-you/7143064541.html,0.0189340000000016,1.00350200000008
7134223061, (Downtown),1710,1,882,2020-06-16 15:47,One bedroom town home in Downtown Salt Lake!,40.7559,-111.8967,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-one-bedroom-town-home-in/7134223061.html,0.0613670000000042,3.25245100000022
7143060500, (Midvale),1149,2,976,2020-06-16 15:40,Deposit moves you in!,40.625209,-111.89308,10,https://saltlakecity.craigslist.org/apa/d/midvale-deposit-moves-you-in/7143060500.html,0.0649870000000021,3.44431100000011
7143057580, (Salt Lake City),999,1,650,2020-06-16 15:36,"STUNNING One Bedroom, Move in TODAY for $99!! at District North",40.774576,-111.939171,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-stunning-one-bedroom/7143057580.html,0.018895999999998,1.0014879999999
7143027834, (Salt lake City),2685,2,1381,2020-06-16 15:34,3-Bedroom Towhome with Views and 1-Month Free!,40.7559,-111.8967,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-3-bedroom-towhome-with/7143027834.html,0.0613670000000042,3.25245100000022
7143056088, (Salt Lake City),999,1,650,2020-06-16 15:33,Only Pay $99 To Move In!!! at District North,40.774576,-111.939171,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-only-pay-99-to-move-in/7143056088.html,0.018895999999998,1.0014879999999
7143054693, (salt lake city),1000,1,747,2020-06-16 15:31,move in ready! 1 bedroom 1 bath washer/dryer included!,40.6568,-111.8904,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-move-in-ready-1-bedroom/7143054693.html,0.0676670000000001,3.58635100000001
7143053866, (Salt Lake City),999,1,620,2020-06-16 15:30,Move in TODAY for $99!!! at District North,40.774576,-111.939171,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-move-in-today-for-99-at/7143053866.html,0.018895999999998,1.0014879999999
7143045315," (Murray, Cottonwood)",1325,2,990,2020-06-16 15:17,2 Months FREE Rent!! Lease Today! Call To Schedule Your Virtual Tour,40.655698,-111.853714,10,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-2-months-free-rent-lease/7143045315.html,0.104353000000003,5.53070900000017
7143018527, (Bluffdale),1395,2,1063,2020-06-16 15:17,Modern All White Kitchens! Move in this month= 1 Month FREE Rent!,40.474741,-111.913079,5,https://saltlakecity.craigslist.org/apa/d/draper-modern-all-white-kitchens-move/7143018527.html,0.0449880000000036,2.38436400000019
7143009884, (Herriman),1250,1,870,2020-06-16 15:15,1 bedroom 1 bath w/ washer and dryer and 24hr gym!,40.5144,-112.0325,22,https://saltlakecity.craigslist.org/apa/d/herriman-1-bedroom-1-bath-washer-and/7143009884.html,-0.0744329999999991,-3.94494899999995
7143037202, (Midvale),1095,2,890,2020-06-16 15:05,"Modern, fully equipped 2 BDR in great neighborhood!",40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-modern-fully-equipped-2-bdr-in/7143037202.html,0.0729670000000056,3.86725100000029
7143036129, (Midvale),1095,2,890,2020-06-16 15:03,Gracious 890 Sq. Ft. square foot apartment in Midvale,40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-gracious-890-sq-ft-square-foot/7143036129.html,0.0729670000000056,3.86725100000029
7143022635,,1099,1,,2020-06-16 14:52,One Bedroom New Counter Tops!,40.6226,-111.7777,22,https://saltlakecity.craigslist.org/apa/d/sandy-one-bedroom-new-counter-tops/7143022635.html,0.180367000000004,9.55945100000021
7143023575, (Downtown Salt Lake City),1610,1,685,2020-06-16 14:51,"Perfect location with gorgeous views! 1 bed, 1 bath! 685 Sq Ft!",40.7548,-111.881,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-perfect-location-with/7143023575.html,0.0770669999999996,4.08455099999998
7140532295, (Midvale),1540,2,1182,2020-06-16 14:46,"Easy Access to I-15 and I-215, 2 Playgrounds, Large Garden Bathtubs",40.6152,-111.8851,5,https://saltlakecity.craigslist.org/apa/d/midvale-easy-access-to-15-and/7140532295.html,0.0729670000000056,3.86725100000029
7143010991, (Downtown SLC),1080,1,744,2020-06-16 14:31,"Live in your dream home at Bridges Apartment Homes! 1 Bd/1 ba, 744 SqF",40.769825,-111.909174,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-live-in-your-dream-home/7143010991.html,0.0488930000000067,2.59132900000036
7143000400,,1270,1,859,2020-06-16 14:23,"Never been lived in! Pool and hot tub, Theater Room",40.6568,-111.8904,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-never-been-lived-in-pool/7143000400.html,0.0676670000000001,3.58635100000001
7142955634, (Salt Lake City),1250,2,1073,2020-06-16 14:18,Enjoy a little downtime in the clubhouse at Brickstone on 33rd,40.7145,-111.8931,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-enjoy-little-downtime-in/7142955634.html,0.0649669999999958,3.44325099999978
7142991218, (Midvale),860,1,584,2020-06-16 14:15,Ground Level One Bedroom Available Now!,40.6152,-111.8851,22,https://saltlakecity.craigslist.org/apa/d/midvale-ground-level-one-bedroom/7142991218.html,0.0729670000000056,3.86725100000029
7142998302,,1094,2,860,2020-06-16 14:07,"Vaulted Ceilings, Covered Parking, Fireplace, Private Patio, Hot Tub",40.7145,-111.8931,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-vaulted-ceilings-covered/7142998302.html,0.0649669999999958,3.44325099999978
7142997618, (Sugarhouse),1485,1,,2020-06-16 14:06,Light Filled 1 Bedroom in Sugarhouse,40.723389,-111.873071,5,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-light-filled-1-bedroom/7142997618.html,0.0849960000000039,4.5047880000002
7142995296,,1084,1,716,2020-06-16 14:02,Apply Today !!,40.5046,-111.881,22,https://saltlakecity.craigslist.org/apa/d/draper-apply-today/7142995296.html,0.0770669999999996,4.08455099999998
7142992981,,1007,1,686,2020-06-16 13:59,"Guest parking, Fitness center, Business center, Swimming pool",40.6596,-111.9193,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-guest-parking-fitness/7142992981.html,0.0387669999999929,2.05465099999962
7142938086, (Salt lake City),2090,2,1191,2020-06-16 13:38,Van Gogh Luxury 2-Bedroom!,40.7559,-111.8967,22,https://saltlakecity.craigslist.org/apa/d/salt-lake-city-van-gogh-luxury-2-bedroom/7142938086.html,0.0613670000000042,3.25245100000022
7142975421, (Bountiful),1370,2,916,2020-06-16 13:34,PRICE DROP ON THIS HOME! THIS WEEKEND ONLY!,40.869751,-111.889758,10,https://saltlakecity.craigslist.org/apa/d/bountiful-price-drop-on-this-home-this/7142975421.html,0.0683089999999993,3.62037699999996
